"","Genbank","Uniprot","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","DMLchromosome","DMLstart","DMLend","DMLstrand","methDiff","intronChromosome","intronStart","intronEnd","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V14","mRNAstrand","V15","V16","V17","ID","Parent","Dbxref=GeneID","V22","Name","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"11","XM_022430772.1","sp|Q28C55|DLG1_XENTR",55.45,101,43,2,206,502,1,101,9e-21,103,"NC_035785.1",35740378,35740380,"+",-52,"NC_035785.1",35738437,35743526,"NC_035785.1","Gnomon","mRNA",35726959,35769144,".","+",".","ID=rna42907;Parent=gene24761;Dbxref=GeneID:111099483,Genbank:XM_022430772.1;Name=XM_022430772.1;gbkey=mRNA;gene=LOC111099483;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;product=disks large homolog 1-like%2C transcript variant X1;transcript_id=XM_022430772.1",2,"ID=rna42907","Parent=gene24761","Dbxref=GeneID:111099483","Genbank","Name=XM_022430772.1","gbkey=mRNA","gene=LOC111099483","model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=disks large homolog 1-like%2C transcript variant X1","transcript_id=XM_022430772.1","","","","",""
"12","XM_022430772.1","sp|Q28C55|DLG1_XENTR",64.14,725,237,8,644,2773,211,927,0,931,"NC_035785.1",35740378,35740380,"+",-52,"NC_035785.1",35738437,35743526,"NC_035785.1","Gnomon","mRNA",35726959,35769144,".","+",".","ID=rna42907;Parent=gene24761;Dbxref=GeneID:111099483,Genbank:XM_022430772.1;Name=XM_022430772.1;gbkey=mRNA;gene=LOC111099483;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;product=disks large homolog 1-like%2C transcript variant X1;transcript_id=XM_022430772.1",2,"ID=rna42907","Parent=gene24761","Dbxref=GeneID:111099483","Genbank","Name=XM_022430772.1","gbkey=mRNA","gene=LOC111099483","model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=disks large homolog 1-like%2C transcript variant X1","transcript_id=XM_022430772.1","","","","",""
"13","XM_022430773.1","sp|Q28C55|DLG1_XENTR",55.45,101,43,2,206,502,1,101,9e-21,103,"NC_035785.1",35740378,35740380,"+",-52,"NC_035785.1",35738437,35743526,"NC_035785.1","Gnomon","mRNA",35726959,35769144,".","+",".","ID=rna42909;Parent=gene24761;Dbxref=GeneID:111099483,Genbank:XM_022430773.1;Name=XM_022430773.1;gbkey=mRNA;gene=LOC111099483;model_evidence=Supporting evidence includes similarity to: 28 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=disks large homolog 1-like%2C transcript variant X2;transcript_id=XM_022430773.1",2,"ID=rna42909","Parent=gene24761","Dbxref=GeneID:111099483","Genbank","Name=XM_022430773.1","gbkey=mRNA","gene=LOC111099483","model_evidence=Supporting evidence includes similarity to: 28 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=disks large homolog 1-like%2C transcript variant X2","transcript_id=XM_022430773.1","","","","",""
"14","XM_022430773.1","sp|Q28C55|DLG1_XENTR",64.14,725,235,8,644,2767,211,927,0,931,"NC_035785.1",35740378,35740380,"+",-52,"NC_035785.1",35738437,35743526,"NC_035785.1","Gnomon","mRNA",35726959,35769144,".","+",".","ID=rna42909;Parent=gene24761;Dbxref=GeneID:111099483,Genbank:XM_022430773.1;Name=XM_022430773.1;gbkey=mRNA;gene=LOC111099483;model_evidence=Supporting evidence includes similarity to: 28 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=disks large homolog 1-like%2C transcript variant X2;transcript_id=XM_022430773.1",2,"ID=rna42909","Parent=gene24761","Dbxref=GeneID:111099483","Genbank","Name=XM_022430773.1","gbkey=mRNA","gene=LOC111099483","model_evidence=Supporting evidence includes similarity to: 28 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=disks large homolog 1-like%2C transcript variant X2","transcript_id=XM_022430773.1","","","","",""
"15","XM_022430774.1","sp|Q5PYH5|DLG1L_DANRE",64.61,712,210,6,644,2746,147,827,0,925,"NC_035785.1",35740378,35740380,"+",-52,"NC_035785.1",35738437,35743526,"NC_035785.1","Gnomon","mRNA",35726959,35769144,".","+",".","ID=rna42908;Parent=gene24761;Dbxref=GeneID:111099483,Genbank:XM_022430774.1;Name=XM_022430774.1;gbkey=mRNA;gene=LOC111099483;model_evidence=Supporting evidence includes similarity to: 22 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=disks large homolog 1-like%2C transcript variant X3;transcript_id=XM_022430774.1",2,"ID=rna42908","Parent=gene24761","Dbxref=GeneID:111099483","Genbank","Name=XM_022430774.1","gbkey=mRNA","gene=LOC111099483","model_evidence=Supporting evidence includes similarity to: 22 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=disks large homolog 1-like%2C transcript variant X3","transcript_id=XM_022430774.1","","","","",""
"16","XM_022430776.1","sp|Q28C55|DLG1_XENTR",64.14,725,237,8,507,2636,211,927,0,928,"NC_035785.1",35740378,35740380,"+",-52,"NC_035785.1",35738437,35743526,"NC_035785.1","Gnomon","mRNA",35735215,35769144,".","+",".","ID=rna42910;Parent=gene24761;Dbxref=GeneID:111099483,Genbank:XM_022430776.1;Name=XM_022430776.1;gbkey=mRNA;gene=LOC111099483;model_evidence=Supporting evidence includes similarity to: 14 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=disks large homolog 1-like%2C transcript variant X4;transcript_id=XM_022430776.1",2,"ID=rna42910","Parent=gene24761","Dbxref=GeneID:111099483","Genbank","Name=XM_022430776.1","gbkey=mRNA","gene=LOC111099483","model_evidence=Supporting evidence includes similarity to: 14 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=disks large homolog 1-like%2C transcript variant X4","transcript_id=XM_022430776.1","","","","",""
"17","XM_022431343.1","sp|Q9DBR7|MYPT1_MOUSE",59.86,294,118,0,40,921,1,294,3e-107,376,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733086,10773650,".","-",".","ID=rna40738;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431343.1;Name=XM_022431343.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X1;transcript_id=XM_022431343.1",2,"ID=rna40738","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431343.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X1","transcript_id=XM_022431343.1","","","","",""
"18","XM_022431343.1","sp|Q9DBR7|MYPT1_MOUSE",38.81,134,69,3,2947,3336,905,1029,2e-07,60.5,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733086,10773650,".","-",".","ID=rna40738;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431343.1;Name=XM_022431343.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X1;transcript_id=XM_022431343.1",2,"ID=rna40738","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431343.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X1","transcript_id=XM_022431343.1","","","","",""
"19","XM_022431344.1","sp|Q9DBR7|MYPT1_MOUSE",36.65,161,64,5,2920,3396,905,1029,2e-09,67.4,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733084,10773623,".","-",".","ID=rna40737;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431344.1;Name=XM_022431344.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X2;transcript_id=XM_022431344.1",2,"ID=rna40737","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431344.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X2","transcript_id=XM_022431344.1","","","","",""
"20","XM_022431344.1","sp|Q9DBR7|MYPT1_MOUSE",59.86,294,118,0,13,894,1,294,1e-107,377,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733084,10773623,".","-",".","ID=rna40737;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431344.1;Name=XM_022431344.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X2;transcript_id=XM_022431344.1",2,"ID=rna40737","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431344.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X2","transcript_id=XM_022431344.1","","","","",""
"21","XM_022431345.1","sp|O14974|MYPT1_HUMAN",39.71,136,70,4,2931,3317,900,1030,3e-07,60.1,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733086,10773649,".","-",".","ID=rna40739;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431345.1;Name=XM_022431345.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X3;transcript_id=XM_022431345.1",2,"ID=rna40739","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431345.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X3","transcript_id=XM_022431345.1","","","","",""
"22","XM_022431345.1","sp|O14974|MYPT1_HUMAN",60.63,287,113,0,39,899,1,287,2e-107,376,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733086,10773649,".","-",".","ID=rna40739;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431345.1;Name=XM_022431345.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X3;transcript_id=XM_022431345.1",2,"ID=rna40739","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431345.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X3","transcript_id=XM_022431345.1","","","","",""
"23","XM_022431346.1","sp|O14974|MYPT1_HUMAN",39.71,136,70,4,2890,3276,900,1030,3e-07,60.1,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733086,10773623,".","-",".","ID=rna40743;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431346.1;Name=XM_022431346.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X4;transcript_id=XM_022431346.1",2,"ID=rna40743","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431346.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X4","transcript_id=XM_022431346.1","","","","",""
"24","XM_022431346.1","sp|O14974|MYPT1_HUMAN",60.63,287,113,0,13,873,1,287,1e-107,377,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733086,10773623,".","-",".","ID=rna40743;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431346.1;Name=XM_022431346.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X4;transcript_id=XM_022431346.1",2,"ID=rna40743","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431346.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X4","transcript_id=XM_022431346.1","","","","",""
"25","XM_022431347.1","sp|O14974|MYPT1_HUMAN",60.63,287,113,0,39,899,1,287,4e-107,376,"NC_035785.1",10751329,10751331,"+",-57,"NC_035785.1",10749381,10752436,"NC_035785.1","Gnomon","mRNA",10733086,10773649,".","-",".","ID=rna40740;Parent=gene23497;Dbxref=GeneID:111099870,Genbank:XM_022431347.1;Name=XM_022431347.1;gbkey=mRNA;gene=LOC111099870;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X5;transcript_id=XM_022431347.1",2,"ID=rna40740","Parent=gene23497","Dbxref=GeneID:111099870","Genbank","Name=XM_022431347.1","gbkey=mRNA","gene=LOC111099870","model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=protein phosphatase 1 regulatory subunit 12A-like%2C transcript variant X5","transcript_id=XM_022431347.1","","","","",""
